# 逐字稿 - moneyline_20260227_part1
# 來源網址: https://www.youtube.com/watch?v=eILpZ7DIAUg
# 轉換日期: 2026-02-27 20:29:03
# Whisper 模型: base

================================================================================


[00:00:00.000 --> 00:00:19.420]  歡迎收看前線百分百個表晚安 我是劉柱華
[00:33:57.200 --> 00:33:58.200]  怎麼樣
[00:33:58.200 --> 00:33:59.200]  可以趁機蹲點
[00:33:59.200 --> 00:34:02.200]  當然做裁爆做營收
[00:34:02.200 --> 00:34:03.200]  就是做你的資訊
[00:34:03.200 --> 00:34:04.200]  比大家更早
[00:34:04.200 --> 00:34:05.200]  你的專業
[00:34:05.200 --> 00:34:06.200]  比大家更足
[00:34:06.200 --> 00:34:08.200]  所以它就會發電的
[00:34:08.200 --> 00:34:09.200]  你做參考了
[00:34:09.200 --> 00:34:10.200]  好 當然說到的
[00:34:10.200 --> 00:34:11.200]  台積電大家
[00:34:11.200 --> 00:34:13.200]  除了上司律師一樣在挑戰
[00:34:13.200 --> 00:34:14.200]  我到底要不要賣
[00:34:14.200 --> 00:34:15.200]  我到底還能不能追
[00:34:15.200 --> 00:34:16.200]  更多人說
[00:34:16.200 --> 00:34:18.200]  那我如果口袋夠深
[00:34:18.200 --> 00:34:20.200]  沒有200萬可以追張台積電
[00:34:20.200 --> 00:34:21.200]  怎麼樣透過
[00:34:21.200 --> 00:34:23.200]  ETF跟上這波
[00:34:23.200 --> 00:34:25.200]  台積電的2000元盛式
[00:34:25.200 --> 00:34:26.200]  休息一下
[00:34:26.200 --> 00:34:27.200]  智源幫你找
[00:34:27.200 --> 00:34:29.200]  接下來繼續談談台積電
[00:34:29.200 --> 00:34:30.200]  來智源請上
[00:34:30.200 --> 00:34:31.200]  台積電最近
[00:34:31.200 --> 00:34:32.200]  我覺得看新皇
[00:34:32.200 --> 00:34:33.200]  再看座文比賽一樣
[00:34:33.200 --> 00:34:35.200]  從最早我們說那個夜市
[00:34:35.200 --> 00:34:36.200]  套圈圈
[00:34:36.200 --> 00:34:38.200]  禮物是台積電的股票
[00:34:38.200 --> 00:34:39.200]  最近有超商
[00:34:39.200 --> 00:34:41.200]  超商我會發現好幾年
[00:34:41.200 --> 00:34:42.200]  他們抽獎
[00:34:42.200 --> 00:34:43.200]  送台積電的股票
[00:34:43.200 --> 00:34:44.200]  然後到時候
[00:34:44.200 --> 00:34:45.200]  有公務人員
[00:34:45.200 --> 00:34:46.200]  什麼相公所的秘書
[00:34:46.200 --> 00:34:47.200]  然後
[00:34:47.200 --> 00:34:48.200]  禮了錢就買
[00:34:48.200 --> 00:34:49.200]  一店裡的村就買一店
[00:34:49.200 --> 00:34:50.200]  現在有900張
[00:34:50.200 --> 00:34:52.200]  最近好多台積電傳奇故事
[00:34:52.200 --> 00:34:53.200]  然後大家都好像
[00:34:53.200 --> 00:34:54.200]  那個下標題皇
[00:34:54.200 --> 00:34:55.200]  都在做文比賽
[00:34:55.200 --> 00:34:57.200]  2000塊錢了
[00:34:57.200 --> 00:34:58.200]  下次是怎麼更
[00:34:58.200 --> 00:35:00.200]  假設你沒有200萬
[00:35:00.200 --> 00:35:02.200]  因為一張現在有200萬
[00:35:02.200 --> 00:35:05.200]  但是你也不想要用零股
[00:35:05.200 --> 00:35:07.200]  一股一股錢要錢多
[00:35:07.200 --> 00:35:08.200]  大家像你看
[00:35:08.200 --> 00:35:10.200]  如果說台積電大漲一百塊的話
[00:35:10.200 --> 00:35:11.200]  你只買一股
[00:35:11.200 --> 00:35:13.200]  你就是賺一百塊
[00:35:13.200 --> 00:35:16.200]  跟人家賺十萬
[00:35:16.200 --> 00:35:17.200]  是不是差一千倍
[00:35:17.200 --> 00:35:19.200]  所以我覺得買零股的效率
[00:35:19.200 --> 00:35:21.200]  稍微請你要去看那個店
[00:35:21.200 --> 00:35:23.200]  所以如果是這樣子的話
[00:35:23.200 --> 00:35:24.200]  我覺得你不如從
[00:35:24.200 --> 00:35:25.200]  ETF裡面
[00:35:25.200 --> 00:35:27.200]  哪一些韓積電最高
[00:35:27.200 --> 00:35:28.200]  那這些ETF
[00:35:28.200 --> 00:35:31.200]  我現在有一個新的名詞
[00:35:31.200 --> 00:35:33.200]  以後不要講說韓積電量高的
[00:35:33.200 --> 00:35:35.200]  小積電
[00:35:35.200 --> 00:35:37.200]  小積電
[00:35:37.200 --> 00:35:38.200]  為什麼叫小積電
[00:35:38.200 --> 00:35:40.200]  當然跟它的含量是有關係的
[00:35:40.200 --> 00:35:42.200]  那這些小積電ETF
[00:35:42.200 --> 00:35:43.200]  我把它排出來
[00:35:43.200 --> 00:35:45.200]  四成以下台積電的
[00:35:45.200 --> 00:35:46.200]  全重的我就不列了
[00:35:46.200 --> 00:35:47.200]  好
[00:35:47.200 --> 00:35:49.200]  從最高到低來看的話
[00:35:49.200 --> 00:35:50.200]  最高的是誰呢
[00:35:50.200 --> 00:35:51.200]  是0052
[00:35:51.200 --> 00:35:53.200]  台積電也超過70%
[00:35:53.200 --> 00:35:55.200]  那這幾個呢
[00:35:55.200 --> 00:35:56.200]  其實都是我們所講的
[00:35:56.200 --> 00:35:58.200]  市值型的一個概念
[00:35:58.200 --> 00:35:59.200]  那我這一次呢
[00:35:59.200 --> 00:36:00.200]  特別再把一些投資的特色
[00:36:00.200 --> 00:36:03.200]  把列出來
[00:36:03.200 --> 00:36:05.200]  因為我們常常在講市值型
[00:36:05.200 --> 00:36:07.200]  韓積電剛好像只看台積電
[00:36:07.200 --> 00:36:09.200]  其實還是有一些一些分別的
[00:36:09.200 --> 00:36:11.200]  我們可以來看一下它投資特色
[00:36:11.200 --> 00:36:12.200]  第一個
[00:36:12.200 --> 00:36:14.200]  你英國是韓積電量純度最高的
[00:36:14.200 --> 00:36:16.200]  而且是集中在半導體跟科技
[00:36:16.200 --> 00:36:19.200]  那苦夏根本就跟台積電一步一去
[00:36:19.200 --> 00:36:20.200]  那再來呢
[00:36:20.200 --> 00:36:21.200]  就大家最熟悉的
[00:36:21.200 --> 00:36:23.200]  就是我常常在講的雙胞胎
[00:36:23.200 --> 00:36:24.200]  為什麼
[00:36:24.200 --> 00:36:26.200]  因為它的最終指數是一模模一樣
[00:36:26.200 --> 00:36:27.200]  你看機效的部分
[00:36:27.200 --> 00:36:28.200]  也是一樣的
[00:36:28.200 --> 00:36:30.200]  可以拒整個指標的
[00:36:30.200 --> 00:36:31.200]  就是規模最大
[00:36:31.200 --> 00:36:32.200]  像0050的話
[00:36:32.200 --> 00:36:34.200]  流動性最好的這個一貼
[00:36:34.200 --> 00:36:36.200]  也是我們台灣第一檔的這個一貼
[00:36:36.200 --> 00:36:39.200]  那00608就跟在0050之後
[00:36:39.200 --> 00:36:41.200]  但是最終指數是一樣的
[00:36:41.200 --> 00:36:43.200]  那在接下來呢
[00:36:43.200 --> 00:36:46.200]  要跟大家介紹的是外資比較愛的
[00:36:46.200 --> 00:36:48.200]  就是說它最終的呢
[00:36:48.200 --> 00:36:50.200]  不是我們台灣編制的指數是以
[00:36:50.200 --> 00:36:51.200]  MS壓編制為主的
[00:36:51.200 --> 00:36:53.200]  像006203
[00:36:53.200 --> 00:36:55.200]  還有0057
[00:36:55.200 --> 00:36:56.200]  基本上來講
[00:36:56.200 --> 00:36:59.200]  都是跟摩根加權指數是有關係的
[00:36:59.200 --> 00:37:02.200]  這是外資通常來講是比較愛的
[00:37:02.200 --> 00:37:04.200]  那接下來還有什麼呢
[00:37:04.200 --> 00:37:06.200]  就是跟ESG有關的
[00:37:06.200 --> 00:37:08.200]  譬如說0062
[00:37:08.200 --> 00:37:10.200]  富邦公司治理
[00:37:10.200 --> 00:37:12.200]  或者是後面發的
[00:37:12.200 --> 00:37:14.200]  包括什麼00923的群譯台
[00:37:14.200 --> 00:37:16.200]  ESGD1050
[00:37:16.200 --> 00:37:18.200]  這些都是跟ESG相關的
[00:37:18.200 --> 00:37:20.200]  所以你看台灣的這些
[00:37:20.200 --> 00:37:21.200]  市值型的ETF
[00:37:21.200 --> 00:37:23.200]  大概都有這樣一個
[00:37:23.200 --> 00:37:25.200]  群聚性的一個特色
[00:37:25.200 --> 00:37:27.200]  那我們來講的話
[00:37:27.200 --> 00:37:29.200]  就是說以今年來講
[00:37:29.200 --> 00:37:31.200]  機效來看的話
[00:37:31.200 --> 00:37:33.200]  從高我們剛剛有講
[00:37:33.200 --> 00:37:35.200]  就是說台積電從高排到低
[00:37:35.200 --> 00:37:37.200]  可是機效最好的
[00:37:37.200 --> 00:37:39.200]  並不是全重最高的
[00:37:39.200 --> 00:37:41.200]  對 機效最好的是誰呢
[00:37:41.200 --> 00:37:42.200]  00891
[00:37:42.200 --> 00:37:44.200]  但是你會發現到
[00:37:44.200 --> 00:37:45.200]  為什麼它台積電
[00:37:45.200 --> 00:37:47.200]  全重才44%而已
[00:37:47.200 --> 00:37:49.200]  可是為什麼它機效是最好
[00:37:49.200 --> 00:37:51.200]  就是我們一開始所講的
[00:37:51.200 --> 00:37:52.200]  就是台積電
[00:37:52.200 --> 00:37:54.200]  是我們的多頭精神指標沒錯
[00:37:54.200 --> 00:37:56.200]  但是台積電並不是台股
[00:37:56.200 --> 00:37:58.200]  全重股裡面長最多的
[00:37:58.200 --> 00:38:00.200]  所以說你的思維是這樣子
[00:38:00.200 --> 00:38:02.200]  沒有說它是多頭指標
[00:38:02.200 --> 00:38:04.200]  你看想要台積電的話
[00:38:04.200 --> 00:38:05.200]  你又沒有200萬
[00:38:05.200 --> 00:38:07.200]  我真的滿建議你去買
[00:38:07.200 --> 00:38:08.200]  所謂的ETF的
[00:38:08.200 --> 00:38:09.200]  那我們剛剛有講
[00:38:09.200 --> 00:38:11.200]  台積電是我們的多頭精神指標
[00:38:11.200 --> 00:38:13.200]  可是台積電並不是在
[00:38:13.200 --> 00:38:15.200]  全池股裡面長最多的
[00:38:15.200 --> 00:38:17.200]  那長最多的反而是誰
[00:38:17.200 --> 00:38:19.200]  台達電 將近49%
[00:38:19.200 --> 00:38:20.200]  還有包括誰
[00:38:20.200 --> 00:38:23.200]  像日月光也長得超過50%
[00:38:23.200 --> 00:38:27.200]  這很誇張 台股前市值第五大的
[00:38:27.200 --> 00:38:29.200]  對 竟然長了54%
[00:38:29.200 --> 00:38:30.200]  還不到兩個月的時間
[00:38:30.200 --> 00:38:31.200]  對 沒錯
[00:38:31.200 --> 00:38:32.200]  所以你會發現到
[00:38:32.200 --> 00:38:34.200]  就是說為什麼我剛剛講
[00:38:34.200 --> 00:38:37.200]  也許你不只是想買台積電而已
[00:38:37.200 --> 00:38:38.200]  還有包括台達電
[00:38:38.200 --> 00:38:40.200]  這些好股票你都想要買
[00:38:40.200 --> 00:38:42.200]  但是你沒有那麼多錢
[00:38:42.200 --> 00:38:44.200]  那ETF剛好幫你包進來
[00:38:44.200 --> 00:38:45.200]  這是非常重要的
[00:38:45.200 --> 00:38:47.200]  那我這邊要給大家一個就是說
[00:38:47.200 --> 00:38:49.200]  如果你是有想要買
[00:38:49.200 --> 00:38:51.200]  這些小積電或市值型ETF
[00:38:51.200 --> 00:38:55.200]  就是說如果你覺得0050006080
[00:38:55.200 --> 00:38:57.200]  這已經大耳熟能想嗎
[00:38:57.200 --> 00:38:59.200]  沒有問題 你還是可以持續的買
[00:38:59.200 --> 00:39:01.200]  但是如果說你覺得
[00:39:01.200 --> 00:39:03.200]  像0050006080
[00:39:03.200 --> 00:39:06.200]  已經沒有辦法滿足你的話
[00:39:06.200 --> 00:39:07.200]  也許有別的方法
[00:39:07.200 --> 00:39:09.200]  那我這裡給大家一個操作策略
[00:39:09.200 --> 00:39:11.200]  第一個就是說我沒有講過
[00:39:11.200 --> 00:39:13.200]  台積電是台股的多頭總司令
[00:39:13.200 --> 00:39:15.200]  所以含積量的高低
[00:39:15.200 --> 00:39:18.200]  我會這樣講如果它純度高
[00:39:18.200 --> 00:39:21.200]  比如像0052050這些比較高的話
[00:39:21.200 --> 00:39:23.200]  勝率比較大
[00:39:23.200 --> 00:39:26.200]  但是機效不一定比較高
[00:39:26.200 --> 00:39:27.200]  只是勝率比較大
[00:39:27.200 --> 00:39:30.200]  因為台積電是我們台灣最好的公司
[00:39:30.200 --> 00:39:32.200]  如果台積電不長的話
[00:39:32.200 --> 00:39:34.200]  那基本上來講可能其他要長
[00:39:34.200 --> 00:39:36.200]  也比較不容易一點
[00:39:36.200 --> 00:39:38.200]  所以我說是勝率高
[00:39:38.200 --> 00:39:40.200]  但不一定是機效最高
[00:39:40.200 --> 00:39:41.200]  這很重要
[00:39:41.200 --> 00:39:42.200]  那第二個就是說
[00:39:42.200 --> 00:39:45.200]  台股現在是多頭輪動的一個現象
[00:39:45.200 --> 00:39:48.200]  所以不只是台積電
[00:39:48.200 --> 00:39:51.200]  我們講過就是我們的護國神山群
[00:39:51.200 --> 00:39:52.200]  除了聖母風之外
[00:39:52.200 --> 00:39:55.200]  它旁邊的這些高風
[00:39:55.200 --> 00:39:57.200]  也都是有多有表現
[00:39:57.200 --> 00:39:59.200]  所以這些全是股能各有體財
[00:39:59.200 --> 00:40:00.200]  我們剛剛講到的
[00:40:00.200 --> 00:40:02.200]  電力的一個相關概念台大
[00:40:02.200 --> 00:40:03.200]  電就很強
[00:40:03.200 --> 00:40:04.200]  還有包括風測的部分
[00:40:04.200 --> 00:40:06.200]  日月光就更強
[00:40:06.200 --> 00:40:09.200]  所以這部分你要掌握到多頭輪動
[00:40:09.200 --> 00:40:11.200]  我覺得一般散戶比較不容易
[00:40:11.200 --> 00:40:13.200]  因為第一個你資金量沒那麼大
[00:40:13.200 --> 00:40:15.200]  第二個你可能研究了範圍不夠廣
[00:40:15.200 --> 00:40:16.200]  所以呢這個部分
[00:40:16.200 --> 00:40:17.200]  讓基金經營人來做
[00:40:17.200 --> 00:40:19.200]  是一個比較好的
[00:40:19.200 --> 00:40:20.200]  再來我會比較建議大家
[00:40:20.200 --> 00:40:22.200]  就是說我們剛剛講
[00:40:22.200 --> 00:40:24.200]  如果2005-2006-2008
[00:40:24.200 --> 00:40:26.200]  沒有辦法滿足你的話
[00:40:26.200 --> 00:40:28.200]  也許你可以考慮所謂的進化版
[00:40:28.200 --> 00:40:30.200]  它台積電才不到43%
[00:40:30.200 --> 00:40:33.200]  但是它有長54%的日月光
[00:40:33.200 --> 00:40:37.200]  它有長48%的台達電
[00:40:37.200 --> 00:40:38.200]  它有長蘇律師
[00:40:38.200 --> 00:40:40.200]  剛剛買創新高的連發客
[00:40:40.200 --> 00:40:42.200]  對 你講到看到重點
[00:40:42.200 --> 00:40:45.200]  第一個如果說2005-2005-2008
[00:40:45.200 --> 00:40:46.200]  從廣達以下
[00:40:46.200 --> 00:40:48.200]  這些個股廣達也只是
[00:40:48.200 --> 00:40:50.200]  就是說廣達以下的全重
[00:40:50.200 --> 00:40:53.200]  都只剩下不到1%
[00:40:53.200 --> 00:40:55.200]  那麼也就是說以這樣來講的話
[00:40:55.200 --> 00:40:58.200]  像在2005-2005-2006裡面的話
[00:40:58.200 --> 00:41:00.200]  日月光的一個比重相對來講是比較低
[00:41:00.200 --> 00:41:02.200]  但是9816的話
[00:41:02.200 --> 00:41:03.200]  它可以到5%以上
[00:41:03.200 --> 00:41:05.200]  那其他的個股來講的話
[00:41:05.200 --> 00:41:07.200]  它也是相對來講是比較高
[00:41:07.200 --> 00:41:11.200]  它就可以極取其他的全值股這樣的一個長幅
[00:41:11.200 --> 00:41:12.200]  所以我會講說
[00:41:12.200 --> 00:41:15.200]  當然你可以選一些比較老牌的
[00:41:15.200 --> 00:41:18.200]  這個含機量高的這些小機電音TF
[00:41:18.200 --> 00:41:22.200]  但是如果有一些新的這個進化版的
[00:41:22.200 --> 00:41:24.200]  像這個9816一上市之後
[00:41:24.200 --> 00:41:26.200]  因為掛好比較新 因為比較便宜
[00:41:26.200 --> 00:41:28.200]  所以它成交量就還滿高的
[00:41:28.200 --> 00:41:30.200]  好 所以進化版的小機電除此之外呢
[00:41:30.200 --> 00:41:32.200]  除此之外呢 當然來講
[00:41:32.200 --> 00:41:34.200]  現在這個2月通常都是我們過年
[00:41:34.200 --> 00:41:37.200]  所以基地公司在設計產品的時候
[00:41:37.200 --> 00:41:41.200]  領襲 通常都很多都是在2月
[00:41:41.200 --> 00:41:44.200]  所以2月這個這兩天
[00:41:44.200 --> 00:41:46.200]  除襲了一天相當的多
[00:41:46.200 --> 00:41:47.200]  30多檔
[00:41:47.200 --> 00:41:48.200]  30檔以上
[00:41:48.200 --> 00:41:50.200]  所以這個來講是非常非常熱
[00:41:50.200 --> 00:41:51.200]  所以我們來看一下
[00:41:51.200 --> 00:41:54.200]  我們剛剛講的那個含機量最高
[00:41:54.200 --> 00:41:55.200]  2008-9億它就是計配
[00:41:55.200 --> 00:41:58.200]  那單次配發我們這邊
[00:41:58.200 --> 00:41:59.200]  我們大家比較重視的是什麼
[00:41:59.200 --> 00:42:00.200]  年化配襲率
[00:42:00.200 --> 00:42:02.200]  它在這30檔裡面是最高
[00:42:02.200 --> 00:42:03.200]  是12.1%
[00:42:03.200 --> 00:42:05.200]  那我們過去再講
[00:42:05.200 --> 00:42:06.200]  這個配襲的話
[00:42:06.200 --> 00:42:08.200]  通常有一個現金有的概念
[00:42:08.200 --> 00:42:10.200]  所以我多列了一個讓它比較有感
[00:42:10.200 --> 00:42:12.200]  不然每次講這個
[00:42:12.200 --> 00:42:13.200]  什麼年化配襲率
[00:42:13.200 --> 00:42:14.200]  但是配發金的
[00:42:14.200 --> 00:42:15.200]  大家比較無感
[00:42:15.200 --> 00:42:16.200]  對 所以我加了這一籃
[00:42:16.200 --> 00:42:17.200]  它比較有感
[00:42:17.200 --> 00:42:18.200]  假設我偷100萬
[00:42:18.200 --> 00:42:20.200]  我這次可以領多少
[00:42:20.200 --> 00:42:22.200]  這個不太有感
[00:42:22.200 --> 00:42:23.200]  那如果計配的話
[00:42:23.200 --> 00:42:24.200]  你就自己去算
[00:42:24.200 --> 00:42:25.200]  這次領這個
[00:42:25.200 --> 00:42:26.200]  然後趁一次
[00:42:26.200 --> 00:42:27.200]  如果它都規律
[00:42:27.200 --> 00:42:29.200]  如果它規律都這樣配的話
[00:42:29.200 --> 00:42:30.200]  你不要有感
[00:42:30.200 --> 00:42:32.200]  那配比較多的是這個
[00:42:32.200 --> 00:42:33.200]  因為它們923-913
[00:42:33.200 --> 00:42:35.200]  在它們是半年配
[00:42:35.200 --> 00:42:37.200]  所以累積的部分比較多
[00:42:37.200 --> 00:42:38.200]  所以這次可以領到多少
[00:42:38.200 --> 00:42:39.200]  5萬多
[00:42:39.200 --> 00:42:40.200]  比較多一點
[00:42:40.200 --> 00:42:42.200]  你真的以後我們都要
[00:42:42.200 --> 00:42:43.200]  很有感啊
[00:42:43.200 --> 00:42:45.200]  對以後我們都要加入這個參數
[00:42:45.200 --> 00:42:47.200]  所以看起來就有感多了
[00:42:47.200 --> 00:42:48.200]  對這個對
[00:42:48.200 --> 00:42:49.200]  你想要投入
[00:42:49.200 --> 00:42:50.200]  變成你可以以100萬為單元
[00:42:50.200 --> 00:42:51.200]  你一千萬
[00:42:51.200 --> 00:42:52.200]  你就成一十倍
[00:42:52.200 --> 00:42:54.200]  你大概就很有感覺
[00:42:54.200 --> 00:42:55.200]  其他部分
[00:42:55.200 --> 00:42:56.200]  你看像這個
[00:42:56.200 --> 00:42:58.200]  計配的部分它普遍來講的話
[00:42:58.200 --> 00:42:59.200]  大概就2萬多
[00:42:59.200 --> 00:43:00.200]  那如果是越配
[00:43:00.200 --> 00:43:02.200]  那當然每個月都配嘛
[00:43:02.200 --> 00:43:03.200]  金個比較少
[00:43:03.200 --> 00:43:04.200]  相對來講它就會比較少
[00:43:04.200 --> 00:43:06.200]  所以大概就6千多塊
[00:43:06.200 --> 00:43:07.200]  那當然還要跟它的股價
[00:43:07.200 --> 00:43:08.200]  是有關係
[00:43:08.200 --> 00:43:10.200]  因為你要處理它的股價
[00:43:10.200 --> 00:43:11.200]  然後算一算
[00:43:11.200 --> 00:43:13.200]  你當次配的這個金額
[00:43:13.200 --> 00:43:14.200]  那現在我們可以看到
[00:43:14.200 --> 00:43:15.200]  就是接下來
[00:43:15.200 --> 00:43:17.200]  就有一些比較高股息的一貼
[00:43:17.200 --> 00:43:20.200]  大家比較熟悉像934-878-961
[00:43:20.200 --> 00:43:23.200]  普遍來講它還在7%左右
[00:43:23.200 --> 00:43:26.200]  那後來我們再來看一下
[00:43:26.200 --> 00:43:27.200]  就是說
[00:43:27.200 --> 00:43:28.200]  如果這樣一看下來的話
[00:43:28.200 --> 00:43:31.200]  從高跑到低最高的是89億
[00:43:31.200 --> 00:43:32.200]  我們再看所謂
[00:43:32.200 --> 00:43:34.200]  含機量高小機電ETF的時候
[00:43:34.200 --> 00:43:35.200]  它也是機效最好的
[00:43:35.200 --> 00:43:37.200]  它有什麼成分過
[00:43:37.200 --> 00:43:38.200]  我們來看一下
[00:43:38.200 --> 00:43:39.200]  為什麼它可以雙重條件呢
[00:43:39.200 --> 00:43:41.200]  配息又那麼高
[00:43:41.200 --> 00:43:43.200]  然後又是機效最好的
[00:43:43.200 --> 00:43:45.200]  含機量的這個ETF
[00:43:45.200 --> 00:43:47.200]  那我們看它還機電才44%
[00:43:47.200 --> 00:43:49.200]  跟那個98-16也很像
[00:43:49.200 --> 00:43:51.200]  才40幾%
[00:43:51.200 --> 00:43:52.200]  可是你看它有什麼
[00:43:52.200 --> 00:43:53.200]  它有誰
[00:43:53.200 --> 00:43:55.200]  股王幸華
[00:43:55.200 --> 00:43:57.200]  我們又講過你沒有1000萬對不對
[00:43:57.200 --> 00:43:59.200]  可是如果你有
[00:43:59.200 --> 00:44:01.200]  你有這個少少的錢
[00:44:01.200 --> 00:44:03.200]  幾萬塊你就買99億
[00:44:03.200 --> 00:44:05.200]  又能買到股王
[00:44:05.200 --> 00:44:06.200]  是不是很好
[00:44:06.200 --> 00:44:08.200]  還有建策實行KY
[00:44:08.200 --> 00:44:09.200]  創意
[00:44:09.200 --> 00:44:11.200]  就像聯發課它
[00:44:11.200 --> 00:44:13.200]  成分還高達10%以上
[00:44:13.200 --> 00:44:16.200]  那日月光它有將近5%
[00:44:16.200 --> 00:44:17.200]  所以這些半導體
[00:44:17.200 --> 00:44:19.200]  你看它可以讓它機效
[00:44:19.200 --> 00:44:21.200]  之所以領先的一個關係
[00:44:21.200 --> 00:44:22.200]  那當然
[00:44:22.200 --> 00:44:24.200]  有這麼多檔的這個ETF
[00:44:24.200 --> 00:44:27.200]  除息讓你領金馬紅包行情
[00:44:27.200 --> 00:44:29.200]  那我們操作策略要怎麼做
[00:44:29.200 --> 00:44:31.200]  那這個這邊來講
[00:44:31.200 --> 00:44:32.200]  我整理了幾個
[00:44:32.200 --> 00:44:33.200]  就是給大家一個重點
[00:44:33.200 --> 00:44:35.200]  那當然我們過去講了很多
[00:44:35.200 --> 00:44:37.200]  就說配息的水準
[00:44:37.200 --> 00:44:38.200]  我們不要只看
[00:44:38.200 --> 00:44:39.200]  所謂年化配息率
[00:44:39.200 --> 00:44:40.200]  要看三大兩餐
[00:44:40.200 --> 00:44:42.200]  為什麼先進鼓勵也好
[00:44:42.200 --> 00:44:43.200]  還有包括資本力的
[00:44:43.200 --> 00:44:44.200]  跟受益平准經
[00:44:44.200 --> 00:44:47.200]  這樣子來講的話你才能知道說
[00:44:47.200 --> 00:44:48.200]  它的配息水準
[00:44:48.200 --> 00:44:50.200]  跟它的原本穩定度如何
[00:44:50.200 --> 00:44:51.200]  那麼越多的
[00:44:51.200 --> 00:44:52.200]  那當然來講它可以配發的
[00:44:52.200 --> 00:44:54.200]  這個喜就越穩定越多
[00:44:54.200 --> 00:44:55.200]  好
[00:44:55.200 --> 00:44:56.200]  但是你要看它的鼓勵來源
[00:44:56.200 --> 00:44:58.200]  就是從哪個兩餐出來
[00:44:58.200 --> 00:45:00.200]  就變得是非常重要
[00:45:00.200 --> 00:45:02.200]  所以如果你收到這個
[00:45:02.200 --> 00:45:04.200]  鼓勵通知書的時候
[00:45:04.200 --> 00:45:06.200]  它會有各種不同的科目
[00:45:06.200 --> 00:45:09.200]  如果是五四C的這個科目
[00:45:09.200 --> 00:45:10.200]  這是什麼
[00:45:10.200 --> 00:45:12.200]  這是在所得稅上面來講的話
[00:45:12.200 --> 00:45:14.200]  它會不會針對你所得來源的話
[00:45:14.200 --> 00:45:16.200]  會有不同的一個科目在
[00:45:16.200 --> 00:45:19.200]  那你在收到的這個配息的通知書
[00:45:19.200 --> 00:45:21.200]  你可能沒有收到配息通知書
[00:45:21.200 --> 00:45:23.200]  或者是收到了其實你都不會
[00:45:23.200 --> 00:45:24.200]  對沒有特別的看
[00:45:24.200 --> 00:45:25.200]  對
[00:45:25.200 --> 00:45:26.200]  那這個很重要的原因是在哪邊
[00:45:26.200 --> 00:45:28.200]  如果是這個科目的話
[00:45:28.200 --> 00:45:30.200]  因為這個科目就是所謂的
[00:45:30.200 --> 00:45:32.200]  股息加利息這個部分
[00:45:32.200 --> 00:45:34.200]  就是說各股配發給
[00:45:34.200 --> 00:45:36.200]  ETF的股息的部分
[00:45:36.200 --> 00:45:38.200]  這個部分是要列入小稅的
[00:45:38.200 --> 00:45:39.200]  叫所得稅的
[00:45:39.200 --> 00:45:40.200]  那實際的稅率的話
[00:45:40.200 --> 00:45:42.200]  看稅法的一個規定
[00:45:42.200 --> 00:45:45.200]  那如果單次配息超過兩萬塊的話
[00:45:45.200 --> 00:45:47.200]  我們就要被客二代健保
[00:45:47.200 --> 00:45:49.200]  所以我們常常就來講
[00:45:49.200 --> 00:45:51.200]  說如果你有幾百萬的話
[00:45:51.200 --> 00:45:52.200]  你買這檔ETF
[00:45:52.200 --> 00:45:54.200]  你可能要分好幾個
[00:45:54.200 --> 00:45:55.200]  不同的贊護去買
[00:45:55.200 --> 00:45:57.200]  就算一下不要超過那額度
[00:45:57.200 --> 00:45:58.200]  因為你都被扣的話
[00:45:58.200 --> 00:45:59.200]  你就吃虧了
[00:45:59.200 --> 00:46:01.200]  所以如果你的股息是來自於
[00:46:01.200 --> 00:46:02.200]  這個部分的話
[00:46:02.200 --> 00:46:04.200]  你就要特別注意一下
[00:46:04.200 --> 00:46:06.200]  但是如果你配息的來源
[00:46:06.200 --> 00:46:08.200]  是來自於所謂的資本利的
[00:46:08.200 --> 00:46:11.200]  就是不是五四C的這個部分來講的話
[00:46:11.200 --> 00:46:12.200]  你就沒有所謂的
[00:46:12.200 --> 00:46:14.200]  角稅一個二代健保的問題
[00:46:14.200 --> 00:46:15.200]  因為它是屬於資本利的
[00:46:15.200 --> 00:46:18.200]  資本利的基本上是沒有科稅的
[00:46:18.200 --> 00:46:20.200]  可是你要留意的一點
[00:46:20.200 --> 00:46:21.200]  就是這個資本利的
[00:46:21.200 --> 00:46:22.200]  來講基本上是所謂的
[00:46:22.200 --> 00:46:23.200]  一次性的收益
[00:46:23.200 --> 00:46:25.200]  不代表說它會持續
[00:46:25.200 --> 00:46:26.200]  舉個例子來說
[00:46:26.200 --> 00:46:27.200]  我們剛剛講
[00:46:27.200 --> 00:46:29.200]  過去大家比較熟悉的高股息的ETF
[00:46:29.200 --> 00:46:30.200]  對
[00:46:30.200 --> 00:46:32.200]  它會屬於這種比較多
[00:46:32.200 --> 00:46:33.200]  因為它原本產品
[00:46:33.200 --> 00:46:34.200]  讓設計來講的話
[00:46:34.200 --> 00:46:36.200]  就是來自於所謂的各股的一些
[00:46:36.200 --> 00:46:38.200]  成本股的一個股息
[00:46:38.200 --> 00:46:41.200]  但是如果說像主動式的ETF
[00:46:41.200 --> 00:46:42.200]  或我們剛剛講的
[00:46:42.200 --> 00:46:44.200]  像八九一這種主體型的
[00:46:44.200 --> 00:46:46.200]  它幾乎大部分是來自於
