# 逐字稿 - moneyline_20260227_part2
# 來源網址: https://www.youtube.com/watch?v=er1wzvrgI5I
# 轉換日期: 2026-02-27 20:31:40
# Whisper 模型: base

================================================================================


[00:00:00.000 --> 00:00:06.000]  台積電會不會被關 跟灰打大有關係
[00:36:55.500 --> 00:36:57.500]  今年全世界
[00:36:57.500 --> 00:36:58.500]  五代級別發現
[00:36:58.500 --> 00:36:59.500]  好
[00:36:59.500 --> 00:37:01.500]  那我覺得答應還有可能是二
[00:37:01.500 --> 00:37:02.500]  不過我們現在先從黃金
[00:37:02.500 --> 00:37:03.500]  對
[00:37:03.500 --> 00:37:04.500]  有大事要發生了
[00:37:04.500 --> 00:37:05.500]  對 當然有大事要發生
[00:37:05.500 --> 00:37:06.500]  就川普上來
[00:37:06.500 --> 00:37:08.500]  每個月可能每個禮拜都有大事
[00:37:08.500 --> 00:37:09.500]  所以我們要觀察
[00:37:09.500 --> 00:37:11.500]  是這個長期趨勢我們出現變化
[00:37:11.500 --> 00:37:13.500]  但是我們特別要先從黃金
[00:37:13.500 --> 00:37:14.500]  走市上來說
[00:37:14.500 --> 00:37:16.500]  為什麼如果先講解釋了這個選擇權
[00:37:16.500 --> 00:37:18.500]  一萬五 大家心裡面就只剩下一萬五
[00:37:18.500 --> 00:37:19.500]  就是看圖就是覺得
[00:37:19.500 --> 00:37:20.500]  從五千什麼時候到一萬五
[00:37:20.500 --> 00:37:22.500]  我們先講一下現在的走市
[00:37:22.500 --> 00:37:23.500]  你可以比較冷靜的知道
[00:37:23.500 --> 00:37:25.500]  現在的狀況是在哪邊
[00:37:25.500 --> 00:37:26.500]  好 那我們可以發現
[00:37:26.500 --> 00:37:28.500]  第一個 黃金在一月底的時候
[00:37:28.500 --> 00:37:30.500]  最高來到接近五千六
[00:37:30.500 --> 00:37:31.500]  就是五五九六
[00:37:31.500 --> 00:37:33.500]  後來修正到四千四左右
[00:37:33.500 --> 00:37:34.500]  又上來
[00:37:34.500 --> 00:37:36.500]  所以黃金你覺得它是空頭嗎
[00:37:36.500 --> 00:37:37.500]  這個看起來當然不像空頭
[00:37:37.500 --> 00:37:40.500]  比較像是一個長多之後的大幅修正
[00:37:40.500 --> 00:37:43.500]  然後現在慢慢重回到軌道上
[00:37:43.500 --> 00:37:44.500]  那我們要來看一下
[00:37:44.500 --> 00:37:47.500]  這個黃金接下來多頭趨勢
[00:37:47.500 --> 00:37:49.500]  可能會往哪邊走的距離比較大
[00:37:49.500 --> 00:37:52.500]  第一件事情是因為它其實之前
[00:37:52.500 --> 00:37:53.500]  大概就會這一塊整理
[00:37:53.500 --> 00:37:55.500]  這一塊大概就是四千八到五千一
[00:37:55.500 --> 00:37:56.500]  這個趨勢整理
[00:37:56.500 --> 00:37:58.500]  那因為其實衝上來真的長太多了
[00:37:58.500 --> 00:38:00.500]  然後跌回來之後
[00:38:00.500 --> 00:38:03.500]  開始盤整一盤帶跌之後慢慢上來
[00:38:03.500 --> 00:38:05.500]  所以技術面當然是有力多方的
[00:38:05.500 --> 00:38:06.500]  當然是因為沒問題
[00:38:06.500 --> 00:38:07.500]  而且我們之前有跟大家講過
[00:38:07.500 --> 00:38:09.500]  你可以看到這個藍色的線
[00:38:09.500 --> 00:38:10.500]  藍色的線是黃金越線
[00:38:10.500 --> 00:38:12.500]  其實之前的經驗就是
[00:38:12.500 --> 00:38:14.500]  這樣穩的越線往上走
[00:38:14.500 --> 00:38:16.500]  這樣穩的越線往上走
[00:38:16.500 --> 00:38:18.500]  那跌破了對少玩之後
[00:38:18.500 --> 00:38:20.500]  這樣穩的往上走就會增加多頭
[00:38:20.500 --> 00:38:22.500]  對沒錯有力多方
[00:38:22.500 --> 00:38:24.500]  那而且現在因為上裡面
[00:38:24.500 --> 00:38:25.500]  大家有沒有講
[00:38:25.500 --> 00:38:26.500]  川普關稅要終於要結束了
[00:38:26.500 --> 00:38:28.500]  沒有繼續上延
[00:38:28.500 --> 00:38:29.500]  所以市場需要有一個東西
[00:38:29.500 --> 00:38:31.500]  來對衝對衝什麼
[00:38:31.500 --> 00:38:32.500]  對衝川普的政策
[00:38:32.500 --> 00:38:35.500]  或者你可以對衝美圓或美在的資產
[00:38:35.500 --> 00:38:37.500]  因為很簡單的概念
[00:38:37.500 --> 00:38:40.500]  川普從去年放出了對冷關稅
[00:38:40.500 --> 00:38:41.500]  讓市場都覺得很擔憂啊
[00:38:41.500 --> 00:38:43.500]  就是到底是美國
[00:38:43.500 --> 00:38:45.500]  所以是會來用這些政策的
[00:38:45.500 --> 00:38:46.500]  現有東西壓迫各國
[00:38:46.500 --> 00:38:48.500]  所以開始把一些美圓
[00:38:48.500 --> 00:38:49.500]  美在的資產把它賣掉
[00:38:49.500 --> 00:38:50.500]  所以你看到之前
[00:38:50.500 --> 00:38:51.500]  美在臺灣跌
[00:38:51.500 --> 00:38:52.500]  既然看到美人質素
[00:38:52.500 --> 00:38:53.500]  臺灣跌那麼深
[00:38:53.500 --> 00:38:54.500]  所以如果接下來
[00:38:54.500 --> 00:38:55.500]  川普的政策沒變
[00:38:55.500 --> 00:38:57.500]  那當然市場還是需要一個商品
[00:38:57.500 --> 00:38:58.500]  來對衝
[00:38:58.500 --> 00:38:59.500]  那當然黃金白銀
[00:38:59.500 --> 00:39:02.500]  或者是其他根據有資產的價值
[00:39:02.500 --> 00:39:04.500]  都會是一個好不錯的商品
[00:39:04.500 --> 00:39:05.500]  那我認為黃金就很重要
[00:39:05.500 --> 00:39:06.500]  而且尤其是
[00:39:06.500 --> 00:39:07.500]  劇烈的波動的時候
[00:39:07.500 --> 00:39:09.500]  帶來一個頭機的力道
[00:39:09.500 --> 00:39:11.500]  頭機力道 頭機其實不一定不好啊
[00:39:11.500 --> 00:39:12.500]  很多的資金衝進來
[00:39:12.500 --> 00:39:14.500]  當然你事後砍
[00:39:14.500 --> 00:39:16.500]  當然從這邊衝到五千六
[00:39:16.500 --> 00:39:17.500]  對跌到的時間上頭不頭機
[00:39:17.500 --> 00:39:18.500]  頭機
[00:39:18.500 --> 00:39:19.500]  可是這一段你覺得很開心
[00:39:19.500 --> 00:39:20.500]  對不對
[00:39:20.500 --> 00:39:21.500]  所以有沒有可能
[00:39:21.500 --> 00:39:22.500]  這段又再上去
[00:39:22.500 --> 00:39:23.500]  你就知道開心
[00:39:23.500 --> 00:39:25.500]  但是他當然有可能是一個頭機的力道
[00:39:25.500 --> 00:39:26.500]  所以沒這麼說
[00:39:26.500 --> 00:39:28.500]  接下來黃金只要能夠持續在紋在
[00:39:28.500 --> 00:39:30.500]  這個月線上方
[00:39:30.500 --> 00:39:32.500]  那最好還是在五千一上方
[00:39:32.500 --> 00:39:33.500]  為什麼
[00:39:33.500 --> 00:39:34.500]  因為如果你看
[00:39:34.500 --> 00:39:36.500]  如果這邊大跌完之後
[00:39:36.500 --> 00:39:38.500]  在這邊壞個底部上來
[00:39:38.500 --> 00:39:40.500]  這邊大概就僅限區
[00:39:40.500 --> 00:39:41.500]  那如果會站在僅限區上面
[00:39:41.500 --> 00:39:42.500]  是不是比較好
[00:39:42.500 --> 00:39:43.500]  對 所以站在這上面
[00:39:43.500 --> 00:39:44.500]  有率多方需供
[00:39:44.500 --> 00:39:46.500]  目前就是這樣子的優勢
[00:39:46.500 --> 00:39:47.500]  對 沒錯
[00:39:47.500 --> 00:39:48.500]  那一件一萬五千
[00:39:48.500 --> 00:39:49.500]  就像你講的
[00:39:49.500 --> 00:39:50.500]  如果沒有看這個的話
[00:39:50.500 --> 00:39:52.500]  我敵區會把夢哥
[00:39:52.500 --> 00:39:53.500]  一直放在一萬五
[00:39:53.500 --> 00:39:54.500]  對 但一萬五這麼正常
[00:39:54.500 --> 00:39:55.500]  我告訴大家
[00:39:55.500 --> 00:39:57.500]  如果現在回到醫院
[00:39:57.500 --> 00:40:00.500]  那時候一下子從五千五千五千六
[00:40:00.500 --> 00:40:01.500]  那時候我們就講
[00:40:01.500 --> 00:40:03.500]  這個走勢劇獄長年底會破萬嘛
[00:40:03.500 --> 00:40:04.500]  對 所以那時候不意外
[00:40:04.500 --> 00:40:06.500]  但現在看起來就不容易了
[00:40:06.500 --> 00:40:07.500]  那可是大家有發現
[00:40:07.500 --> 00:40:09.500]  這個從CNE這個交易所
[00:40:09.500 --> 00:40:10.500]  裡面它發現
[00:40:10.500 --> 00:40:13.500]  2026年12月份的黃金選擇權裡面
[00:40:13.500 --> 00:40:15.500]  出現了異常大量的未平常單
[00:40:15.500 --> 00:40:16.500]  因為其實你可以發現
[00:40:16.500 --> 00:40:17.500]  因為其實每個月
[00:40:17.500 --> 00:40:18.500]  都會有選擇權結算嘛
[00:40:18.500 --> 00:40:20.500]  那其實沒有這個未平常單
[00:40:20.500 --> 00:40:22.500]  跟每個月正常來說
[00:40:22.500 --> 00:40:24.500]  比較遠月份的可能就是幾千口
[00:40:24.500 --> 00:40:26.500]  三萬口已經很多了
[00:40:26.500 --> 00:40:29.500]  那這個到這個CNE12月份
[00:40:29.500 --> 00:40:31.500]  其實超過了三萬口以上
[00:40:31.500 --> 00:40:32.500]  那所以大家想說
[00:40:32.500 --> 00:40:33.500]  為什麼這麼多
[00:40:33.500 --> 00:40:34.500]  那只是去看發言什麼
[00:40:34.500 --> 00:40:36.500]  主要分布在三個地區域
[00:40:36.500 --> 00:40:38.500]  但是這邊我列出來
[00:40:38.500 --> 00:40:39.500]  是一萬一萬口子這邊
[00:40:39.500 --> 00:40:41.500]  有五千七百八百口
[00:40:41.500 --> 00:40:42.500]  一萬五的
[00:40:42.500 --> 00:40:43.500]  有一萬兩千口
[00:40:43.500 --> 00:40:44.500]  兩萬的
[00:40:44.500 --> 00:40:46.500]  有一萬一千八百三十六口
[00:40:46.500 --> 00:40:48.500]  那七千的其實也有
[00:40:48.500 --> 00:40:49.500]  那這什麼意思呢
[00:40:49.500 --> 00:40:50.500]  很簡單就是
[00:40:50.500 --> 00:40:51.500]  現在它去買這個選擇權
[00:40:51.500 --> 00:40:53.500]  就是如果年底的時候
[00:40:53.500 --> 00:40:55.500]  黃金漲到一萬美元
[00:40:55.500 --> 00:40:57.500]  你有機會用這個選擇權
[00:40:57.500 --> 00:40:59.500]  去買一萬美元的黃金合約
[00:40:59.500 --> 00:41:01.500]  那或者上開一萬五
[00:41:01.500 --> 00:41:03.500]  甚至是兩萬
[00:41:03.500 --> 00:41:04.500]  所以大家有說
[00:41:04.500 --> 00:41:05.500]  有這麼多人願意花
[00:41:05.500 --> 00:41:08.500]  還這麼大錢去賭這個遠月份的
[00:41:08.500 --> 00:41:09.500]  身價外
[00:41:09.500 --> 00:41:10.500]  那是不是他們覺得
[00:41:10.500 --> 00:41:12.500]  接下來黃金有劇大幅上漲
[00:41:12.500 --> 00:41:14.500]  那當然這是有想像空間的
[00:41:14.500 --> 00:41:15.500]  為什麼呢
[00:41:15.500 --> 00:41:16.500]  很簡單
[00:41:16.500 --> 00:41:17.500]  如果從現在五千
[00:41:17.500 --> 00:41:18.500]  要到我們不要講
[00:41:18.500 --> 00:41:19.500]  很誇張什麼一萬五兩萬
[00:41:19.500 --> 00:41:20.500]  這樣破萬就好了
[00:41:20.500 --> 00:41:22.500]  那是從現在還要翻倍
[00:41:22.500 --> 00:41:23.500]  對不對
[00:41:23.500 --> 00:41:24.500]  還是要怎麼長到今天兩萬
[00:41:24.500 --> 00:41:25.500]  那當然大家
[00:41:25.500 --> 00:41:26.500]  第一件事情想到
[00:41:26.500 --> 00:41:28.500]  是不是金融市場要出現大事情
[00:41:28.500 --> 00:41:29.500]  那大事情有什麼
[00:41:29.500 --> 00:41:30.500]  大家想
[00:41:30.500 --> 00:41:32.500]  是不是這個每一要打起來
[00:41:32.500 --> 00:41:33.500]  或者是二五
[00:41:33.500 --> 00:41:34.500]  又擴散出來
[00:41:34.500 --> 00:41:36.500]  是不是整個又抓到打起來
[00:41:36.500 --> 00:41:37.500]  那當然這個
[00:41:37.500 --> 00:41:39.500]  很有可能是黃金的題材
[00:41:39.500 --> 00:41:41.500]  但是打仗其實真的是不希望了
[00:41:41.500 --> 00:41:42.500]  那第二個講說
[00:41:42.500 --> 00:41:45.500]  有沒有可能危機更大
[00:41:45.500 --> 00:41:46.500]  但是至少不是馬上的人
[00:41:46.500 --> 00:41:47.500]  受傷了什麼
[00:41:47.500 --> 00:41:49.500]  貨幣價值的泡沫化
[00:41:49.500 --> 00:41:50.500]  為什麼很簡單
[00:41:50.500 --> 00:41:51.500]  就是川普近期
[00:41:51.500 --> 00:41:53.500]  是不是在喊這個關稅
[00:41:53.500 --> 00:41:54.500]  有沒有想辦法
[00:41:54.500 --> 00:41:55.500]  其實其他方式真
[00:41:55.500 --> 00:41:57.500]  那如果沒有真真不到
[00:41:57.500 --> 00:41:58.500]  那美國的國在
[00:41:58.500 --> 00:41:59.500]  美國的赤字壓力
[00:41:59.500 --> 00:42:01.500]  有沒有辦法增加用
[00:42:01.500 --> 00:42:02.500]  那這個時候是不是
[00:42:02.500 --> 00:42:03.500]  有可能又盡量的發債
[00:42:03.500 --> 00:42:05.500]  那大家會對於美在的不信任
[00:42:05.500 --> 00:42:07.500]  這些也有可能是
[00:42:07.500 --> 00:42:09.500]  造成了美元的價值泡沫化
[00:42:09.500 --> 00:42:10.500]  因為事實上
[00:42:10.500 --> 00:42:12.500]  全世界貨幣裡面
[00:42:12.500 --> 00:42:13.500]  就只有美元價值泡沫化
[00:42:13.500 --> 00:42:15.500]  是特別大的風險
[00:42:15.500 --> 00:42:16.500]  你說歐元價值泡沫化
[00:42:16.500 --> 00:42:17.500]  大家對來危險
[00:42:17.500 --> 00:42:18.500]  但是不是全球等級的
[00:42:18.500 --> 00:42:20.500]  那你說日幣什麼的
[00:42:20.500 --> 00:42:21.500]  當然有風險
[00:42:21.500 --> 00:42:22.500]  但是美元畢竟它閃握了
[00:42:22.500 --> 00:42:23.500]  非常多的這種資產
[00:42:23.500 --> 00:42:24.500]  所以大家想說
[00:42:24.500 --> 00:42:25.500]  有沒有可能是美元暴跌
[00:42:25.500 --> 00:42:26.500]  所以我們必須要來
[00:42:26.500 --> 00:42:28.500]  去對充美元的風險
[00:42:28.500 --> 00:42:29.500]  那透過這個情況下
[00:42:29.500 --> 00:42:30.500]  讓黃金大漲
[00:42:30.500 --> 00:42:32.500]  那當然這些都是有可能的
[00:42:32.500 --> 00:42:34.500]  但是其實這些基於其實都滿低的
[00:42:34.500 --> 00:42:36.500]  因為當然美元泡沫化
[00:42:36.500 --> 00:42:37.500]  喊了那麼多年
[00:42:37.500 --> 00:42:38.500]  也還沒泡沫
[00:42:38.500 --> 00:42:39.500]  所以分析
[00:42:39.500 --> 00:42:41.500]  其實有可能是什麼
[00:42:41.500 --> 00:42:42.500]  有可能是一個
[00:42:42.500 --> 00:42:44.500]  典型的看漲價測量
[00:42:44.500 --> 00:42:45.500]  什麼叫典型的看漲價值
[00:42:45.500 --> 00:42:47.500]  而且你買這個選擇權
[00:42:47.500 --> 00:42:49.500]  需要付出權利金
[00:42:49.500 --> 00:42:51.500]  所以很簡單
[00:42:51.500 --> 00:42:53.500]  你透過買入一萬五千口子
[00:42:53.500 --> 00:42:54.500]  這個選擇權
[00:42:54.500 --> 00:42:55.500]  你買進去
[00:42:55.500 --> 00:42:57.500]  你買進去要付出權利金
[00:42:57.500 --> 00:42:59.500]  那你在賣掉兩萬的
[00:42:59.500 --> 00:43:00.500]  賣掉兩萬的話
[00:43:00.500 --> 00:43:01.500]  你把它賣掉你這什麼
[00:43:01.500 --> 00:43:03.500]  你可以收回一些權利金
[00:43:03.500 --> 00:43:06.500]  所以金從現代開始到年底
[00:43:06.500 --> 00:43:08.500]  只要有很明顯的大漲
[00:43:08.500 --> 00:43:10.500]  有可能一萬五的漲得比較快
[00:43:10.500 --> 00:43:12.500]  那這個兩天的你盔子比較少
[00:43:12.500 --> 00:43:14.500]  所以你已經把你的成本下降了
[00:43:14.500 --> 00:43:15.500]  那當然大家想說
[00:43:15.500 --> 00:43:17.500]  那是不是一定要到年底才一
[00:43:17.500 --> 00:43:19.500]  到一萬五你才能賺到錢
[00:43:19.500 --> 00:43:20.500]  其實不是
[00:43:20.500 --> 00:43:21.500]  其實只要它波動夠距墊
[00:43:21.500 --> 00:43:23.500]  跟它短線有往上衝
[00:43:23.500 --> 00:43:25.500]  它的這個選擇權的價格
[00:43:25.500 --> 00:43:26.500]  價值就會提高了
[00:43:26.500 --> 00:43:28.500]  那中間就有賺錢的機會
[00:43:28.500 --> 00:43:30.500]  那如果怎麼樣會盔錢
[00:43:30.500 --> 00:43:32.500]  很簡單年底突破兩萬塊
[00:43:32.500 --> 00:43:34.500]  那當然這個距離確實還是更低的
[00:43:34.500 --> 00:43:35.500]  所以呢大家覺得
[00:43:35.500 --> 00:43:37.500]  有可能它做的事情是
[00:43:37.500 --> 00:43:39.500]  用這樣的方式去降低
[00:43:39.500 --> 00:43:42.500]  買進一萬五扣的成本
[00:43:42.500 --> 00:43:44.500]  那做什麼做默日而透
[00:43:44.500 --> 00:43:46.500]  也就是因為其實你透過
[00:43:46.500 --> 00:43:48.500]  你直接買我們隨便算一個價格
[00:43:48.500 --> 00:43:49.500]  你隨便買
[00:43:49.500 --> 00:43:51.500]  這個一萬五千個口
[00:43:51.500 --> 00:43:54.500]  可能一口要三十塊美元
[00:43:54.500 --> 00:43:56.500]  那如果你一萬多口就要三十萬
[00:43:56.500 --> 00:43:57.500]  可是如果你把它賣掉
[00:43:57.500 --> 00:43:59.500]  把這個兩萬塊把它賣掉
[00:43:59.500 --> 00:44:01.500]  你可能成本就掉到二十塊或十五塊
[00:44:01.500 --> 00:44:03.500]  那假如是這樣的話
[00:44:03.500 --> 00:44:05.500]  那你的成本就只要原本的接近一半
[00:44:05.500 --> 00:44:06.500]  那如果真的有大漲
[00:44:06.500 --> 00:44:08.500]  或者是中間有大幅波動
[00:44:08.500 --> 00:44:09.500]  你就有獲利的空間
[00:44:09.500 --> 00:44:11.500]  那真的如果大漲到一萬五
[00:44:11.500 --> 00:44:12.500]  你會賺非常多
[00:44:12.500 --> 00:44:14.500]  所以它是簡單的孤算
[00:44:14.500 --> 00:44:17.500]  排除掉一切的手續費跟成本
[00:44:17.500 --> 00:44:19.500]  如果真的年底有機會來到一萬五的話
[00:44:19.500 --> 00:44:22.500]  那你它大概一個獲利機於保守
[00:44:22.500 --> 00:44:23.500]  大概會是十倍左右
[00:44:23.500 --> 00:44:25.500]  所以原則上來說
[00:44:25.500 --> 00:44:28.500]  這比資金壓一萬五兩萬都好
[00:44:28.500 --> 00:44:31.500]  它目前可能只著眼在這個
[00:44:31.500 --> 00:44:33.500]  有操作的價差空間在
[00:44:33.500 --> 00:44:34.500]  對有可能是這樣
[00:44:34.500 --> 00:44:37.500]  那它操作的是黃金
[00:44:37.500 --> 00:44:38.500]  黃金要漲到一萬五
[00:44:38.500 --> 00:44:39.500]  這價要打多大
[00:44:39.500 --> 00:44:42.500]  它又怎麼看黃金大漲這件事情
[00:44:42.500 --> 00:44:43.500]  它選擇選擇好處是
[00:44:43.500 --> 00:44:45.500]  它不一定要真的漲到兩萬五
[00:44:45.500 --> 00:44:46.500]  或是真的漲到兩萬五
[00:44:46.500 --> 00:44:47.500]  或是漲到兩萬
[00:44:47.500 --> 00:44:48.500]  它才能賺到錢
[00:44:48.500 --> 00:44:49.500]  中間有夠大的波動
[00:44:49.500 --> 00:44:51.500]  讓它的價值提高了
[00:44:51.500 --> 00:44:52.500]  它就有機會獲利
[00:44:52.500 --> 00:44:54.500]  好 所以它要賺它的波動
[00:44:54.500 --> 00:44:55.500]  是 沒錯
[00:44:55.500 --> 00:44:58.500]  如果金價真的有這麼大的波動
[00:44:58.500 --> 00:45:00.500]  那沒顧怎麼辦
[00:45:00.500 --> 00:45:01.500]  好 會怎麼樣
[00:45:01.500 --> 00:45:02.500]  很簡單
[00:45:02.500 --> 00:45:03.500]  其實沒顧現在剛有這個關鍵期
[00:45:03.500 --> 00:45:04.500]  因為今天晚上
[00:45:04.500 --> 00:45:06.500]  會打公布財報難不關鍵
[00:45:06.500 --> 00:45:09.500]  但是如果我們走勢上也發現
[00:45:09.500 --> 00:45:11.500]  這個標題是SNP500日可以走勢
[00:45:11.500 --> 00:45:14.500]  但是我覺得比較有趣的現象是
[00:45:14.500 --> 00:45:15.500]  你可以發現
[00:45:15.500 --> 00:45:17.500]  其實SNP500日高點在702
[00:45:17.500 --> 00:45:20.500]  其實已經是一個月多又以前的事了
[00:45:20.500 --> 00:45:22.500]  如果你要看納達克的話
[00:45:22.500 --> 00:45:24.500]  它的日高點的去年十月
[00:45:24.500 --> 00:45:26.500]  其實已經很久了
[00:45:26.500 --> 00:45:27.500]  所以近期會發現
[00:45:27.500 --> 00:45:28.500]  它其實有兩個走勢
[00:45:28.500 --> 00:45:29.500]  第一個
[00:45:29.500 --> 00:45:30.500]  你可以發現這邊有兩條
[00:45:30.500 --> 00:45:31.500]  均線一條是100內
[00:45:31.500 --> 00:45:32.500]  一條是50內
[00:45:32.500 --> 00:45:33.500]  大家想說
[00:45:33.500 --> 00:45:34.500]  如果怎麼留一百共50
[00:45:34.500 --> 00:45:35.500]  一般不是例如說
[00:45:35.500 --> 00:45:37.500]  你要半年線是120
[00:45:37.500 --> 00:45:39.500]  那這個技限是60
[00:45:39.500 --> 00:45:40.500]  我跟大家講
[00:45:40.500 --> 00:45:41.500]  因為美國通常是用這個
[00:45:41.500 --> 00:45:42.500]  所以因為我們看美股
[00:45:42.500 --> 00:45:43.500]  也有美國的
[00:45:43.500 --> 00:45:44.500]  就是我們的技線跟半年線
[00:45:44.500 --> 00:45:45.500]  對 沒錯
[00:45:45.500 --> 00:45:46.500]  那你可以發現
[00:45:46.500 --> 00:45:47.500]  其實你看半年線的話
[00:45:47.500 --> 00:45:48.500]  其實是不是碰到
[00:45:48.500 --> 00:45:49.500]  就有直層 碰到就有直層
[00:45:49.500 --> 00:45:50.500]  碰到就有直層
[00:45:50.500 --> 00:45:52.500]  對 其實蠻算蠻正確的
[00:45:52.500 --> 00:45:53.500]  好 那你看技線的話
[00:45:53.500 --> 00:45:54.500]  那你看技線的話
[00:45:54.500 --> 00:45:55.500]  技線就是
[00:45:55.500 --> 00:45:56.500]  沒出大事情的情況下
[00:45:56.500 --> 00:45:57.500]  碰到的直層
[00:45:57.500 --> 00:45:58.500]  對 沒出大事情的情況下
[00:45:58.500 --> 00:45:59.500]  碰到就有直層
[00:45:59.500 --> 00:46:00.500]  出大事就會跌破
[00:46:00.500 --> 00:46:01.500]  最後站回來
[00:46:01.500 --> 00:46:02.500]  沒出大事情
[00:46:02.500 --> 00:46:03.500]  沒出大事情都會撐
[00:46:03.500 --> 00:46:05.500]  那現在好像沒出大事情
[00:46:05.500 --> 00:46:06.500]  可是它在底下
[00:46:06.500 --> 00:46:07.500]  那就表示什麼
[00:46:07.500 --> 00:46:08.500]  它已經在
[00:46:08.500 --> 00:46:10.500]  這個區間做關鍵了
[00:46:10.500 --> 00:46:11.500]  如果經驗上
[00:46:11.500 --> 00:46:12.500]  它開始被它壓住
[00:46:12.500 --> 00:46:13.500]  那在這邊撐住
[00:46:13.500 --> 00:46:15.500]  它要撐撐撐往上走
[00:46:15.500 --> 00:46:16.500]  那比較不好的狀況
[00:46:16.500 --> 00:46:18.500]  是撐不住往下
[00:46:18.500 --> 00:46:19.500]  那在這樣的情況下
[00:46:19.500 --> 00:46:21.500]  在這樣半年線開始往下彎
[00:46:21.500 --> 00:46:22.500]  它就會是一個
[00:46:22.500 --> 00:46:23.500]  很穿著的來臨
[00:46:23.500 --> 00:46:24.500]  那所以你也有可能是什麼
[00:46:24.500 --> 00:46:25.500]  可能是
[00:46:25.500 --> 00:46:27.500]  美股的大幅走
[00:46:27.500 --> 00:46:28.500]  低帶動的閉錢情緒
[00:46:28.500 --> 00:46:29.500]  去買黃金
[00:46:29.500 --> 00:46:30.500]  那這也是有可能的走勢
[00:46:30.500 --> 00:46:32.500]  那我們在配合另一個
[00:46:32.500 --> 00:46:33.500]  你除了這個軍艦以外
[00:46:33.500 --> 00:46:34.500]  其實近期的走勢也蠻特別
[00:46:34.500 --> 00:46:35.500]  近一走勢
[00:46:35.500 --> 00:46:37.500]  大概可以從這裡開始算
[00:46:37.500 --> 00:46:38.500]  這裡開始算是什麼
[00:46:38.500 --> 00:46:39.500]  從這裡開始過高
[00:46:39.500 --> 00:46:40.500]  破底
[00:46:40.500 --> 00:46:41.500]  過高 破底
[00:46:41.500 --> 00:46:42.500]  過高 破底
[00:46:42.500 --> 00:46:43.500]  過高 破底
[00:46:43.500 --> 00:46:44.500]  這個這裡面過高
[00:46:44.500 --> 00:46:45.500]  那這裡破底
[00:46:45.500 --> 00:46:46.500]  這是什麼心態
[00:46:46.500 --> 00:46:47.500]  這個就擴散
[00:46:47.500 --> 00:46:49.500]  就是這樣往上往下
[00:46:49.500 --> 00:46:50.500]  那現在比較麻煩的是
[00:46:50.500 --> 00:46:51.500]  因為它擴散
[00:46:51.500 --> 00:46:52.500]  擴散那樣可能
[00:46:52.500 --> 00:46:53.500]  我會不會破底
[00:46:53.500 --> 00:46:54.500]  我再上去過高
[00:46:54.500 --> 00:46:55.500]  有可能嗎
[00:46:55.500 --> 00:46:56.500]  但是比較麻還是
[00:46:56.500 --> 00:46:57.500]  它破底完之後
[00:46:57.500 --> 00:46:58.500]  在低檔正當
[00:46:58.500 --> 00:46:59.500]  那如果開始壓壓壓
[00:46:59.500 --> 00:47:00.500]  開底下正當
[00:47:00.500 --> 00:47:01.500]  那就可能破底一直下去了
[00:47:01.500 --> 00:47:03.500]  所以這邊確實是一個
[00:47:03.500 --> 00:47:04.500]  特別在技術面上
[00:47:04.500 --> 00:47:05.500]  不管那種軍艦
[00:47:05.500 --> 00:47:07.500]  跟體驗走勢上
[00:47:07.500 --> 00:47:08.500]  特別要留意的觀點點
[00:47:08.500 --> 00:47:10.500]  那當然最好的狀況是
[00:47:10.500 --> 00:47:12.500]  今天晚上這個回答
[00:47:12.500 --> 00:47:14.500]  帶來好成績
[00:47:14.500 --> 00:47:16.500]  一次至少站回到
[00:47:16.500 --> 00:47:17.500]  技術上方
[00:47:17.500 --> 00:47:19.500]  那可以解除了破底危機
[00:47:19.500 --> 00:47:21.500]  但如果是裁判不特別好
[00:47:21.500 --> 00:47:23.500]  或者是走一個力多不長
[00:47:23.500 --> 00:47:24.500]  甚至是留下跌
[00:47:24.500 --> 00:47:25.500]  那這時候SMP5外
[00:47:25.500 --> 00:47:26.500]  往下修正的空間
[00:47:26.500 --> 00:47:27.500]  就會打開
[00:47:27.500 --> 00:47:28.500]  它有可能是推動完
[00:47:28.500 --> 00:47:29.500]  你往上展示主力
[00:47:29.500 --> 00:47:30.500]  一分鐘的時間
[00:47:30.500 --> 00:47:31.500]  你過去的經驗
[00:47:31.500 --> 00:47:32.500]  我們來看的話
[00:47:32.500 --> 00:47:34.500]  如果它是這樣的走勢
[00:47:34.500 --> 00:47:36.500]  最近它沒有創高
[00:47:36.500 --> 00:47:38.500]  但我們照樣創高
[00:47:38.500 --> 00:47:40.500]  如果它真的破底就往下了
[00:47:40.500 --> 00:47:42.500]  你覺得胎骨會被拖累嗎
[00:47:42.500 --> 00:47:44.500]  還是我們還是有機會走出自己的路
[00:47:44.500 --> 00:47:47.500]  我覺得還是有機會走自己的路
[00:47:47.500 --> 00:47:49.500]  因為其實現在的概念很強
[00:47:49.500 --> 00:47:51.500]  就是一定要硬體才強
[00:47:51.500 --> 00:47:52.500]  一定要走幾乎建設
[00:47:52.500 --> 00:47:53.500]  你去講這些
[00:47:53.500 --> 00:47:55.500]  你看圍軟都跌的軟體八糟
[00:47:55.500 --> 00:47:58.500]  你看很多的機用股也跌了很不一樣
