# 逐字稿 - moneyline_20260206_part1
# 來源網址: https://www.youtube.com/watch?v=kkPSkSs4WHg
# 轉換日期: 2026-02-07 14:11:10
# Whisper 模型: base

================================================================================


[00:00:00.000 --> 00:00:19.340]  歡迎收看前線百分百觀投晚安 我是劉柱華
[00:34:44.400 --> 00:34:45.400]  把線拉長
[00:34:45.400 --> 00:34:46.400]  才知道微軟
[00:34:46.400 --> 00:34:47.400]  最近怎麼跌的
[00:34:47.400 --> 00:34:49.400]  微軟最近像做流滑體一樣
[00:34:49.400 --> 00:34:50.400]  現在的股價要回測
[00:34:50.400 --> 00:34:52.400]  去年5月的前低
[00:34:52.400 --> 00:34:53.400]  如果
[00:34:53.400 --> 00:34:54.400]  紀憲
[00:34:54.400 --> 00:34:55.400]  標普已經破了
[00:34:55.400 --> 00:34:57.400]  如果這些AI的
[00:34:57.400 --> 00:34:58.400]  龍頭股
[00:34:58.400 --> 00:34:59.400]  都已經出現了
[00:34:59.400 --> 00:35:00.400]  這樣的走勢
[00:35:00.400 --> 00:35:02.400]  台北股市的約現手的駐馬
[00:35:02.400 --> 00:35:03.400]  這麼觀察
[00:35:03.400 --> 00:35:04.400]  目前來看的話
[00:35:04.400 --> 00:35:05.400]  就是因為我們其實
[00:35:05.400 --> 00:35:06.400]  在上一期節目
[00:35:06.400 --> 00:35:07.400]  就來跟大家警告說
[00:35:07.400 --> 00:35:08.400]  其實這個行情來講
[00:35:08.400 --> 00:35:09.400]  還有三高
[00:35:09.400 --> 00:35:10.400]  三高的危險
[00:35:10.400 --> 00:35:11.400]  所以剛剛駐華
[00:35:11.400 --> 00:35:12.400]  特別提到
[00:35:12.400 --> 00:35:13.400]  那些個股其實
[00:35:13.400 --> 00:35:14.400]  都是故事偏高
[00:35:14.400 --> 00:35:16.400]  但是我們雖然看到說
[00:35:16.400 --> 00:35:18.400]  標普的部分
[00:35:18.400 --> 00:35:19.400]  他雖然是跌破的紀憲
[00:35:19.400 --> 00:35:20.400]  但是呢
[00:35:20.400 --> 00:35:21.400]  要跟大家講一下
[00:35:21.400 --> 00:35:22.400]  我們根據統計
[00:35:22.400 --> 00:35:24.400]  美股在年限以上的股票比重
[00:35:24.400 --> 00:35:26.400]  其實現在還是在五層之上的
[00:35:26.400 --> 00:35:27.400]  有五層
[00:35:27.400 --> 00:35:29.400]  現在在年限之上的
[00:35:29.400 --> 00:35:30.400]  對
[00:35:30.400 --> 00:35:31.400]  所以代表說
[00:35:31.400 --> 00:35:32.400]  其實這個資金的部分
[00:35:32.400 --> 00:35:33.400]  像有些科技股的部分
[00:35:33.400 --> 00:35:34.400]  修正
[00:35:34.400 --> 00:35:35.400]  但是資金
[00:35:35.400 --> 00:35:36.400]  他其實只是挪到
[00:35:36.400 --> 00:35:37.400]  盜窮的一些成分股
[00:35:37.400 --> 00:35:38.400]  或者是一些其他的
[00:35:38.400 --> 00:35:39.400]  傳展內股而已
[00:35:39.400 --> 00:35:40.400]  那如果他資金
[00:35:40.400 --> 00:35:41.400]  不是一個
[00:35:41.400 --> 00:35:42.400]  全部的一個徹底來講的話
[00:35:42.400 --> 00:35:43.400]  大家可能就把他先當作
[00:35:43.400 --> 00:35:44.400]  是一個輪動
[00:35:44.400 --> 00:35:45.400]  一個表現
[00:35:45.400 --> 00:35:46.400]  那但是呢
[00:35:46.400 --> 00:35:47.400]  其實這個行情的一個過熱
[00:35:47.400 --> 00:35:48.400]  我們還是有跟大家
[00:35:48.400 --> 00:35:49.400]  在1月23號
[00:35:49.400 --> 00:35:50.400]  在這裡
[00:35:50.400 --> 00:35:50.400]  我跟陳龍大哥
[00:35:50.400 --> 00:35:51.400]  還特別提醒大家
[00:35:51.400 --> 00:35:52.400]  說這個美股
[00:35:52.400 --> 00:35:54.400]  有這個三高的危險
[00:35:54.400 --> 00:35:56.400]  所以其實在這裡來講的話
[00:35:56.400 --> 00:35:57.400]  修正下來這裡
[00:35:57.400 --> 00:35:58.400]  我相信大家
[00:35:58.400 --> 00:35:59.400]  想要賣股票
[00:35:59.400 --> 00:36:00.400]  甚至
[00:36:00.400 --> 00:36:01.400]  很懷疑都到底要不要
[00:36:01.400 --> 00:36:02.400]  報股過年這件事情
[00:36:02.400 --> 00:36:03.400]  但是在這個地方
[00:36:03.400 --> 00:36:04.400]  我們反而要給大家一個信心
[00:36:04.400 --> 00:36:05.400]  只要是要跟大家講說
[00:36:05.400 --> 00:36:06.400]  要給信心
[00:36:06.400 --> 00:36:07.400]  但是你短線上
[00:36:07.400 --> 00:36:08.400]  也不能去忽視他的風險
[00:36:08.400 --> 00:36:09.400]  為什麼呢
[00:36:09.400 --> 00:36:10.400]  我們可以看到說
[00:36:10.400 --> 00:36:11.400]  這裡這個納打克
[00:36:11.400 --> 00:36:12.400]  跟我們臺灣是高度相關
[00:36:12.400 --> 00:36:13.400]  這是NASIC
[00:36:13.400 --> 00:36:14.400]  對
[00:36:14.400 --> 00:36:15.400]  納打克
[00:36:15.400 --> 00:36:16.400]  但是納打克我們看到
[00:36:16.400 --> 00:36:17.400]  他其實沒有創歷史新高
[00:36:17.400 --> 00:36:18.400]  但是股價跌破了
[00:36:18.400 --> 00:36:19.400]  這個1月份的低點
[00:36:19.400 --> 00:36:21.400]  而且既限其實是下彎的
[00:36:21.400 --> 00:36:22.400]  代表說這裡
[00:36:22.400 --> 00:36:23.400]  其實是已經有點
[00:36:23.400 --> 00:36:24.400]  低破低的狀況
[00:36:24.400 --> 00:36:25.400]  那他是一個修正的慣性
[00:36:25.400 --> 00:36:26.400]  而且量價
[00:36:26.400 --> 00:36:28.400]  其實跟我沒看到說
[00:36:28.400 --> 00:36:29.400]  他其實是跌是儲量的
[00:36:29.400 --> 00:36:30.400]  所以代表說
[00:36:30.400 --> 00:36:32.400]  他其實確實是在走一個整理
[00:36:32.400 --> 00:36:33.400]  那加上說這個美銀
[00:36:33.400 --> 00:36:35.400]  這個熟悉的分析是哈奈特
[00:36:35.400 --> 00:36:37.400]  他其實也在上週特別請告說
[00:36:37.400 --> 00:36:38.400]  全球股市
[00:36:38.400 --> 00:36:39.400]  他有點過熱的一個現象
[00:36:39.400 --> 00:36:41.400]  因為在NASIC
[00:36:41.400 --> 00:36:42.400]  相關的成分股
[00:36:42.400 --> 00:36:43.400]  有89%
[00:36:43.400 --> 00:36:45.400]  站上了兩條關鍵軍線
[00:36:45.400 --> 00:36:46.400]  這兩條
[00:36:46.400 --> 00:36:48.400]  就是分別是50日軍線
[00:36:48.400 --> 00:36:49.400]  跟200天的軍線
[00:36:49.400 --> 00:36:50.400]  代表說
[00:36:50.400 --> 00:36:51.400]  全球的股票
[00:36:51.400 --> 00:36:52.400]  市場其實都非常熱
[00:36:52.400 --> 00:36:53.400]  按照這個經驗
[00:36:53.400 --> 00:36:54.400]  不是應該很好嗎
[00:36:54.400 --> 00:36:56.400]  但是其實這只是一個過熱的訊號
[00:36:56.400 --> 00:36:57.400]  所以他們美銀內部的一個
[00:36:57.400 --> 00:36:59.400]  很有名的牛熊指標
[00:36:59.400 --> 00:37:00.400]  他也觸發了一個賣訊
[00:37:00.400 --> 00:37:01.400]  其實這個數字
[00:37:01.400 --> 00:37:03.400]  只要突破8隻上的話
[00:37:03.400 --> 00:37:04.400]  就會呈現一個賣訊
[00:37:04.400 --> 00:37:06.400]  他警告的時候是在9.2
[00:37:06.400 --> 00:37:08.400]  現在最新已經達到9.4
[00:37:08.400 --> 00:37:09.400]  代表說市場上
[00:37:09.400 --> 00:37:11.400]  確實是過度熱關的狀況
[00:37:11.400 --> 00:37:13.400]  但是其實我們節目更早
[00:37:13.400 --> 00:37:14.400]  在123號
[00:37:14.400 --> 00:37:15.400]  這裡就提醒大家三高的威力
[00:37:15.400 --> 00:37:17.400]  所以其實你應該是要高要賣
[00:37:17.400 --> 00:37:19.400]  但是打到這個地方來講的話
[00:37:19.400 --> 00:37:21.400]  還是要跟大家講一些信心
[00:37:21.400 --> 00:37:22.400]  因為你現在先去追蹤說
[00:37:22.400 --> 00:37:24.400]  為什麼這一波的行行會跌
[00:37:24.400 --> 00:37:26.400]  其實主要跟AI的軟體
[00:37:26.400 --> 00:37:27.400]  是有這個觀念的階段
[00:37:27.400 --> 00:37:28.400]  AI軟體股
[00:37:28.400 --> 00:37:29.400]  這真是超弱
[00:37:29.400 --> 00:37:30.400]  非常弱
[00:37:30.400 --> 00:37:31.400]  最主要是因為
[00:37:31.400 --> 00:37:32.400]  Ensofie的這家公司
[00:37:32.400 --> 00:37:34.400]  他出了一家一個工具
[00:37:34.400 --> 00:37:36.400]  都卡到的是這個工具
[00:37:36.400 --> 00:37:38.400]  那這個工具有厲害到什麼狀況呢
[00:37:38.400 --> 00:37:40.400]  祝好我們現在是不再用AI
[00:37:40.400 --> 00:37:41.400]  對
[00:37:41.400 --> 00:37:42.400]  原本來我們是不是要把我們
[00:37:42.400 --> 00:37:43.400]  所想提問的東西
[00:37:43.400 --> 00:37:45.400]  要打個指令給他去問他
[00:37:45.400 --> 00:37:46.400]  是
[00:37:46.400 --> 00:37:47.400]  但是當我們用了這個
[00:37:47.400 --> 00:37:48.400]  卡到的
[00:37:48.400 --> 00:37:49.400]  扣握了這個工具的話
[00:37:49.400 --> 00:37:51.400]  他等於是代理AI的狀況
[00:37:51.400 --> 00:37:53.400]  我們是完全不需要去問AI
[00:37:53.400 --> 00:37:55.400]  我們只要把我們想要做的東西
[00:37:55.400 --> 00:37:56.400]  設定好
[00:37:56.400 --> 00:37:57.400]  設定什麼時間
[00:37:57.400 --> 00:37:59.400]  他自動回去幫你做
[00:37:59.400 --> 00:38:00.400]  而且會完成
[00:38:00.400 --> 00:38:01.400]  假設說以駐華式
[00:38:01.400 --> 00:38:02.400]  主播的一個情境來講的話
[00:38:02.400 --> 00:38:03.400]  是不是
[00:38:03.400 --> 00:38:04.400]  我們每天都要閱讀
[00:38:04.400 --> 00:38:05.400]  非常多的新聞
[00:38:05.400 --> 00:38:06.400]  那我們可以設定一個時間
[00:38:06.400 --> 00:38:08.400]  譬如說早上7點鐘
[00:38:08.400 --> 00:38:09.400]  他幫我把所有
[00:38:09.400 --> 00:38:10.400]  我要哪些的一個網站
[00:38:10.400 --> 00:38:11.400]  彭博社
[00:38:11.400 --> 00:38:13.400]  國外南一些網站
[00:38:13.400 --> 00:38:14.400]  哪些的新聞
[00:38:14.400 --> 00:38:15.400]  我大概邏輯是怎樣
[00:38:15.400 --> 00:38:16.400]  清楚地告訴他
[00:38:16.400 --> 00:38:18.400]  他在早上7點鐘
[00:38:18.400 --> 00:38:20.400]  就會送一份新聞報告給你
[00:38:20.400 --> 00:38:22.400]  而且都會幫你整理好
[00:38:22.400 --> 00:38:23.400]  付助來源、在要好
[00:38:23.400 --> 00:38:24.400]  而且現在
[00:38:24.400 --> 00:38:26.400]  除了這個是新聞之外
[00:38:26.400 --> 00:38:28.400]  其實包括像法律的文件
[00:38:28.400 --> 00:38:29.400]  他都可以自己
[00:38:29.400 --> 00:38:30.400]  幫你做開啟的動作
[00:38:30.400 --> 00:38:32.400]  所以其實我最近也在找工程師
[00:38:32.400 --> 00:38:34.400]  因為要執行這個東西來講的話
[00:38:34.400 --> 00:38:35.400]  他是要把
[00:38:35.400 --> 00:38:38.400]  單獨一台電腦給他
[00:38:38.400 --> 00:38:39.400]  而且你要把一些帳密
[00:38:39.400 --> 00:38:40.400]  也給他
[00:38:40.400 --> 00:38:41.400]  German來的帳密也要給他
[00:38:41.400 --> 00:38:42.400]  為什麼要給帳密
[00:38:42.400 --> 00:38:44.400]  因為他完全自動幫你執行
[00:38:44.400 --> 00:38:46.400]  所以這個部分的話
[00:38:46.400 --> 00:38:47.400]  會有自安的風險
[00:38:47.400 --> 00:38:48.400]  所以其實如果將來
[00:38:48.400 --> 00:38:51.400]  大家想要用這個
[00:38:51.400 --> 00:38:52.400]  工具來講的話
[00:38:52.400 --> 00:38:54.400]  就是要單獨一台電腦
[00:38:54.400 --> 00:38:56.400]  但是為什麼記憶體這個行程
[00:38:56.400 --> 00:38:57.400]  還是有機會
[00:38:57.400 --> 00:38:58.400]  因為工程師告訴我
[00:38:58.400 --> 00:39:00.400]  其實容量至少要一提
[00:39:00.400 --> 00:39:02.400]  記憶體的部分
[00:39:02.400 --> 00:39:04.400]  RAN的部分至少要16GB
[00:39:04.400 --> 00:39:05.400]  上升至32GB
[00:39:05.400 --> 00:39:07.400]  所以要執行這個東西的話
[00:39:07.400 --> 00:39:08.400]  其實確實對我們硬體
[00:39:08.400 --> 00:39:10.400]  是有這個幫助的
[00:39:10.400 --> 00:39:11.400]  所以我認為大家只要
[00:39:11.400 --> 00:39:12.400]  把它分清楚說
[00:39:12.400 --> 00:39:14.400]  AI代理這個軟體的部分
[00:39:14.400 --> 00:39:15.400]  其實確實取代很多
[00:39:15.400 --> 00:39:17.400]  所以因為這個消息
[00:39:17.400 --> 00:39:18.400]  從線圖來看
[00:39:18.400 --> 00:39:20.400]  每次軟體股跌跌
[00:39:20.400 --> 00:39:22.400]  然後最後會拖累到半導體
[00:39:22.400 --> 00:39:23.400]  半導體股跟著跌
[00:39:23.400 --> 00:39:25.400]  我們可以看這個線圖的資訊
[00:39:25.400 --> 00:39:26.400]  藍色是半導體
[00:39:26.400 --> 00:39:28.400]  跟半導體相關設備的股票
[00:39:28.400 --> 00:39:30.400]  那紅色線是軟體
[00:39:30.400 --> 00:39:31.400]  那紅色線的軟體
[00:39:31.400 --> 00:39:32.400]  我們可以看到
[00:39:32.400 --> 00:39:33.400]  假設在股市情境不好
[00:39:33.400 --> 00:39:34.400]  像最近情境不好
[00:39:34.400 --> 00:39:36.400]  它容易跟著跌
[00:39:36.400 --> 00:39:37.400]  但是跌跌之後
[00:39:37.400 --> 00:39:39.400]  最後的硬體股反而是會往上
[00:39:39.400 --> 00:39:40.400]  那軟體股的部分
[00:39:40.400 --> 00:39:41.400]  為什麼被取代
[00:39:41.400 --> 00:39:42.400]  就像我剛剛所講的
[00:39:42.400 --> 00:39:44.400]  因為這個可樂的工具這麼厲害
[00:39:44.400 --> 00:39:45.400]  那將來你
[00:39:45.400 --> 00:39:47.400]  過去像你買這個什麼CAMBA
[00:39:47.400 --> 00:39:49.400]  我們買很多定月型的軟體
[00:39:49.400 --> 00:39:50.400]  就不需要了
[00:39:50.400 --> 00:39:51.400]  就不需要了
[00:39:51.400 --> 00:39:52.400]  就用這個就可以了
[00:39:52.400 --> 00:39:54.400]  所以代表軟體股確實走勢非常弱
[00:39:54.400 --> 00:39:57.400]  所以像阿都比這個股價來講的話
[00:39:57.400 --> 00:39:59.400]  從這個CAMBA一出來
[00:39:59.400 --> 00:40:00.400]  它結合一些AI
[00:40:00.400 --> 00:40:02.400]  包括Noboq LOM
[00:40:02.400 --> 00:40:03.400]  它可以直接整合
[00:40:03.400 --> 00:40:04.400]  就幫你做到好
[00:40:04.400 --> 00:40:05.400]  那我們可以看一下
[00:40:05.400 --> 00:40:06.400]  阿都比的股價
[00:40:06.400 --> 00:40:07.400]  阿都比的股價
[00:40:07.400 --> 00:40:08.400]  最近這兩年
[00:40:08.400 --> 00:40:09.400]  基本上已經跌了
[00:40:09.400 --> 00:40:10.400]  時間差一點
[00:40:10.400 --> 00:40:11.400]  時間可以更長
[00:40:11.400 --> 00:40:12.400]  兩年已經腰漲
[00:40:12.400 --> 00:40:14.400]  股價已經是直接腰漲的
[00:40:14.400 --> 00:40:16.400]  真的是直接腰漲的
[00:40:16.400 --> 00:40:17.400]  所以我們可能看
[00:40:17.400 --> 00:40:19.400]  美股大盤沒有感覺
[00:40:19.400 --> 00:40:20.400]  但是軟體股
[00:40:20.400 --> 00:40:22.400]  我們舉這支股票的當作案例
[00:40:22.400 --> 00:40:24.400]  其實是真的是非常的弱勢
[00:40:24.400 --> 00:40:25.400]  但是回頭來看
[00:40:25.400 --> 00:40:26.400]  剛剛那個圖卡限圖
[00:40:26.400 --> 00:40:28.400]  每次是要跟著補碟之後
[00:40:28.400 --> 00:40:31.400]  其實最後半導體還是能夠創新高
[00:40:31.400 --> 00:40:33.400]  它能夠創新高的邏輯
[00:40:33.400 --> 00:40:35.400]  是要告訴大家說
[00:40:35.400 --> 00:40:37.400]  雖然你會認為這個會是AI泡漠
[00:40:37.400 --> 00:40:38.400]  但是只要這個工具
[00:40:38.400 --> 00:40:40.400]  它背後其實是需要我剛剛講的
[00:40:40.400 --> 00:40:43.400]  記憶體還有算力的一個支撐
[00:40:43.400 --> 00:40:45.400]  所以這是我們臺灣的一個機會
[00:40:45.400 --> 00:40:46.400]  反而是立空下來
[00:40:46.400 --> 00:40:47.400]  你反而是要找一些機會
[00:40:47.400 --> 00:40:50.400]  所以臺灣像這支軟體股在跌
[00:40:50.400 --> 00:40:53.400]  我們連動到的軟體概念股相對比較少
[00:40:53.400 --> 00:40:55.400]  但是如果再接下來
[00:40:55.400 --> 00:40:57.400]  半導體又回到了主軸
[00:40:57.400 --> 00:40:58.400]  我們反而是受惠的增大
[00:40:58.400 --> 00:40:59.400]  所以當情境不好
[00:40:59.400 --> 00:41:01.400]  前流到一些低估的股票
[00:41:01.400 --> 00:41:03.400]  但是整體美股在這個連線
[00:41:03.400 --> 00:41:05.400]  股票比重還在五層之上
[00:41:05.400 --> 00:41:07.400]  就代表說其實行景並沒有死掉
[00:41:07.400 --> 00:41:08.400]  而且我們可以看到
[00:41:08.400 --> 00:41:10.400]  這個資本師出了一個預估
[00:41:10.400 --> 00:41:11.400]  剛剛敏翰也特別提到說
[00:41:11.400 --> 00:41:12.400]  其實這是原先的法人預估
[00:41:12.400 --> 00:41:14.400]  但是現在整個年真來講的
[00:41:14.400 --> 00:41:15.400]  是五千六百多億元
[00:41:15.400 --> 00:41:17.400]  所以資本師出代表這些
[00:41:17.400 --> 00:41:18.400]  就是我們臺灣的訂單
[00:41:18.400 --> 00:41:20.400]  就像在上次股市跌的時候
[00:41:20.400 --> 00:41:21.400]  我們還是跟大家講
[00:41:21.400 --> 00:41:23.400]  大家怕變現的邏輯
[00:41:23.400 --> 00:41:24.400]  其實是這些巨頭他們的課題
[00:41:24.400 --> 00:41:26.400]  但我們臺灣來講的話
[00:41:26.400 --> 00:41:27.400]  大家可以看到
[00:41:27.400 --> 00:41:29.400]  其實真的都是優於預期
[00:41:29.400 --> 00:41:31.400]  原先Google這個分析師預期
[00:41:31.400 --> 00:41:33.400]  是要一千一百億
[00:41:33.400 --> 00:41:35.400]  但是實際出來幾乎是翻倍
[00:41:35.400 --> 00:41:37.400]  優於法人的這個預期
[00:41:37.400 --> 00:41:38.400]  還有META的部分
[00:41:38.400 --> 00:41:40.400]  原先也是預估是一千一百億
[00:41:40.400 --> 00:41:42.400]  那昨天晚上最新出來的
[00:41:42.400 --> 00:41:44.400]  亞馬遜是兩千億
[00:41:44.400 --> 00:41:45.400]  大家知道嗎
[00:41:45.400 --> 00:41:47.400]  華爾街預估是多少
[00:41:47.400 --> 00:41:48.400]  一千五百億
[00:41:48.400 --> 00:41:49.400]  結果增加這麼多
[00:41:49.400 --> 00:41:50.400]  為什麼
[00:41:50.400 --> 00:41:51.400]  其實他們就是要投入
[00:41:51.400 --> 00:41:52.400]  我剛剛所講的
[00:41:52.400 --> 00:41:54.400]  這個代理AI已經是取死了
[00:41:54.400 --> 00:41:56.400]  所以這些會需要龐大的算力
[00:41:56.400 --> 00:41:57.400]  所以這些的資本之初
[00:41:57.400 --> 00:41:59.400]  他就會留到我們臺灣的訂單
[00:41:59.400 --> 00:42:00.400]  但是呢
[00:42:00.400 --> 00:42:02.400]  畢竟現在是這樣的情境
[00:42:02.400 --> 00:42:03.400]  分為不好
[00:42:03.400 --> 00:42:05.400]  所以這些要增大資本之初的
[00:42:05.400 --> 00:42:06.400]  盤後股價都跌
[00:42:06.400 --> 00:42:07.400]  昨天亞馬興跌快十盤
[00:42:07.400 --> 00:42:08.400]  是
[00:42:08.400 --> 00:42:10.400]  那就是大家會擔心他們獲利能力
[00:42:10.400 --> 00:42:12.400]  所以只要這個情境是告訴大家
[00:42:12.400 --> 00:42:13.400]  現在市場上擔心
[00:42:13.400 --> 00:42:14.400]  他們會跌沒有錯
[00:42:14.400 --> 00:42:16.400]  但是我們要等他跌了之後
[00:42:16.400 --> 00:42:19.400]  去找臺灣會能夠受惠的個股
[00:42:19.400 --> 00:42:21.400]  因為畢竟他們花的錢
[00:42:21.400 --> 00:42:23.400]  就是下單給我們
[00:42:23.400 --> 00:42:24.400]  所以我們可以跟大家
[00:42:24.400 --> 00:42:26.400]  幫大家整理一下這個邏輯
[00:42:26.400 --> 00:42:27.400]  既然情境不好
[00:42:27.400 --> 00:42:29.400]  那我們就要幫大家找避盛邏輯
[00:42:29.400 --> 00:42:31.400]  就是錢一定會要花的
[00:42:31.400 --> 00:42:32.400]  要買單的地方
[00:42:32.400 --> 00:42:33.400]  好
[00:42:33.400 --> 00:42:35.400]  那我們剛剛已經特別跟大家點
[00:42:35.400 --> 00:42:37.400]  到這個代理AI整個發展的趨勢來講的話
[00:42:37.400 --> 00:42:38.400]  其實我們可以看一下
[00:42:38.400 --> 00:42:40.400]  它有些是錢一定要花的
[00:42:40.400 --> 00:42:41.400]  第一個算力
[00:42:41.400 --> 00:42:42.400]  算力就是我們的台積電
[00:42:42.400 --> 00:42:44.400]  因為你要做晶片
[00:42:44.400 --> 00:42:45.400]  那這些晶片的部分
[00:42:45.400 --> 00:42:47.400]  就是負責思考跟處理
[00:42:47.400 --> 00:42:48.400]  好
[00:42:48.400 --> 00:42:49.400]  那麼AI的部分就是一定要用電力
[00:42:49.400 --> 00:42:51.400]  所以電力它也是一個
[00:42:51.400 --> 00:42:52.400]  避盛的邏輯
[00:42:52.400 --> 00:42:53.400]  就是錢一定要投入的
[00:42:53.400 --> 00:42:55.400]  另外就是我剛剛講到的
[00:42:55.400 --> 00:42:56.400]  這個記憶體的部分
[00:42:56.400 --> 00:42:57.400]  所以記憶體的部分
[00:42:57.400 --> 00:43:00.400]  根據產業界跟我們講的一個看法
[00:43:00.400 --> 00:43:02.400]  是2016年整個記憶體
[00:43:02.400 --> 00:43:04.400]  今年應該都是沒有屋運的
[00:43:04.400 --> 00:43:05.400]  真正美光
[00:43:05.400 --> 00:43:07.400]  或者是一些這個產能要開出來
[00:43:07.400 --> 00:43:08.400]  大概會在2027年
[00:43:08.400 --> 00:43:09.400]  大家才要擔心
[00:43:09.400 --> 00:43:11.400]  所以2016年基本上不用擔心
[00:43:11.400 --> 00:43:12.400]  另外就是互聯
[00:43:12.400 --> 00:43:15.400]  互聯就是我們在11月份
[00:43:15.400 --> 00:43:16.400]  來跟大家講的西光紙
[00:43:16.400 --> 00:43:17.400]  傳輸速度要快
[00:43:17.400 --> 00:43:19.400]  那我個人認為大家要擔心的是
[00:43:19.400 --> 00:43:20.400]  在應用面
[00:43:20.400 --> 00:43:22.400]  因為到底最後出產的AI手機
[00:43:22.400 --> 00:43:24.400]  AI PC大家買不買單
[00:43:24.400 --> 00:43:25.400]  不知道
[00:43:25.400 --> 00:43:26.400]  所以我覺得這一段
[00:43:26.400 --> 00:43:28.400]  它這個它反而不一定是避盛邏輯
[00:43:28.400 --> 00:43:30.400]  但是接下來你只要拉回買
[00:43:30.400 --> 00:43:31.400]  前面這四項是
[00:43:31.400 --> 00:43:32.400]  錢必須要花的
[00:43:32.400 --> 00:43:34.400]  所以我們可以看到說
[00:43:34.400 --> 00:43:36.400]  那那麼這些要花的錢
[00:43:36.400 --> 00:43:37.400]  就是在台積電
[00:43:37.400 --> 00:43:39.400]  所以大家如果接下來擔心
[00:43:39.400 --> 00:43:40.400]  會不會AI泡沫
[00:43:40.400 --> 00:43:41.400]  你就看CoreWater
[00:43:41.400 --> 00:43:43.400]  因為現在CoreWater
[00:43:43.400 --> 00:43:44.400]  就是緊缺的狀況
[00:43:44.400 --> 00:43:45.400]  這是2015年
[00:43:45.400 --> 00:43:46.400]  這是2016年
[00:43:46.400 --> 00:43:49.400]  那科技巨頭就是要花錢花這個地方
[00:43:49.400 --> 00:43:50.400]  所以在CoreWater
[00:43:50.400 --> 00:43:52.400]  還很緊缺的狀況之下的話
[00:43:52.400 --> 00:43:55.400]  為什麼會打黃仁勳在照源運營
[00:43:55.400 --> 00:43:56.400]  要講說台積電未來
[00:43:56.400 --> 00:43:58.400]  這產能會翻倍
[00:43:58.400 --> 00:43:59.400]  未來10年要翻倍
[00:43:59.400 --> 00:44:01.400]  而且他們的晶片需求是
[00:44:01.400 --> 00:44:02.400]  非常強的
[00:44:02.400 --> 00:44:04.400]  所以就反映在這個資本支出上面
[00:44:04.400 --> 00:44:06.400]  因此我們來幫大家看一下
[00:44:06.400 --> 00:44:06.400]  整理一下
[00:44:06.400 --> 00:44:08.400]  現在如果你要去買
[00:44:08.400 --> 00:44:09.400]  這個避盛的邏輯
[00:44:09.400 --> 00:44:11.400]  就是我剛剛講到四個
[00:44:11.400 --> 00:44:13.400]  那科技巨頭現在都要發展
[00:44:13.400 --> 00:44:14.400]  ASIC
[00:44:14.400 --> 00:44:16.400]  所以其實我們看到連8顆的部分
[00:44:16.400 --> 00:44:17.400]  往上漲
[00:44:17.400 --> 00:44:19.400]  而且也特別提到說它的訂單是
[00:44:19.400 --> 00:44:20.400]  10億美金
[00:44:20.400 --> 00:44:22.400]  但是連8顆股本畢竟很大
[00:44:22.400 --> 00:44:24.400]  今天的創意還是有翻紅的
[00:44:24.400 --> 00:44:25.400]  但是我認為大家可以
[00:44:25.400 --> 00:44:26.400]  特別去注意事情可以玩
[00:44:26.400 --> 00:44:28.400]  因為它股價在年軍線這附近
[00:44:28.400 --> 00:44:30.400]  那它拿到亞馬遜的訂單
[00:44:30.400 --> 00:44:32.400]  大概是20億美金
[00:44:32.400 --> 00:44:34.400]  所以它的這個金額的數量
[00:44:34.400 --> 00:44:36.400]  會比連8顆還要大
[00:44:36.400 --> 00:44:37.400]  所以這時候你翻了
[00:44:37.400 --> 00:44:39.400]  反而去找年軍線的股票
[00:44:39.400 --> 00:44:40.400]  去做布局
[00:44:40.400 --> 00:44:41.400]  然後去找這個
[00:44:41.400 --> 00:44:42.400]  今年有機會翻大
[00:44:42.400 --> 00:44:43.400]  我看一下實行
[00:44:43.400 --> 00:44:44.400]  來 事情接受
[00:44:44.400 --> 00:44:46.400]  三億五時間長一點
[00:44:46.400 --> 00:44:47.400]  它現在
[00:44:47.400 --> 00:44:49.400]  它去年十月
[00:44:49.400 --> 00:44:52.400]  就開始持續跟年限搏鬥
[00:44:52.400 --> 00:44:53.400]  所以這年限
[00:44:53.400 --> 00:44:54.400]  是不是破一下
[00:44:54.400 --> 00:44:56.400]  現在應該加上算強嗎
[00:44:56.400 --> 00:44:58.400]  按照它的一個預估來講的話
[00:44:58.400 --> 00:44:59.400]  其實今年一批
[00:44:59.400 --> 00:45:00.400]  大概是107塊
[00:45:00.400 --> 00:45:01.400]  747塊
[00:45:01.400 --> 00:45:02.400]  所以其實目前來講
[00:45:02.400 --> 00:45:03.400]  以這個ASIC的龍頭
[00:45:03.400 --> 00:45:04.400]  你給30倍本一筆
[00:45:04.400 --> 00:45:05.400]  真的不過分
[00:45:05.400 --> 00:45:07.400]  那麼為什麼會在這邊做成你
[00:45:07.400 --> 00:45:08.400]  最主要是最近
[00:45:08.400 --> 00:45:10.400]  有些借捐增加龍之作增加
[00:45:10.400 --> 00:45:11.400]  那這邊的修正
[00:45:11.400 --> 00:45:12.400]  也是因為
[00:45:12.400 --> 00:45:14.400]  202的晶片專案結束了
[00:45:14.400 --> 00:45:15.400]  203在第三季
[00:45:15.400 --> 00:45:16.400]  其實基本上
[00:45:16.400 --> 00:45:17.400]  就要明顯性的爆發
[00:45:17.400 --> 00:45:18.400]  所以大家
[00:45:18.400 --> 00:45:19.400]  如果不敢去追高
